SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:41:29;
PERÍODO DE: 01/05/2021 A 31/05/2021;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
903172;AGUA E ESGOTO;-23821,54;4070,88;0;-27892,42;
903213;ALIMENTACAO C/ TERCEIROS;-554,28;1514,68;0;-2068,96;
903284;CONSUMO INTERNO;-140221,92;8159,85;0;-148381,77;
903177;IMPRESSOS E MATERIAL DE ESCRITORIO;-12786,00;3307,39;0;-16093,39;
903190;INTERNET;-19977,24;6128,91;0;-26106,15;
903173;TELEFONIA FIXA E CELULAR;-12696,00;3394,35;0;-16090,35;
3.04.06;DESPESAS TRIBUTARIAS;-79898,50;21261,30;0;-101159,80;
903198;CONTRIBUICAO SINDICAL PATRONAL;-578,00;612,00;0;-1190,00;
908902;I.P.T.U E TAXAS S/ IMOVEIS;0;3431,24;0;-3431,24;
903185;I.P.V.A / LINC / DPVAT;-21193,55;0;0;-21193,55;
903188;MULTAS DE TRANSITO;-860,52;104,13;0;-964,65;
909500;PARCELAMENTO DE TRIBUTOS;-57266,43;17113,93;0;-74380,36;
3.05;RECEITAS FINANCEIRAS;17673,28;5420,85;-5830,98;18083,41;
3.05.01;RECEITAS FINANCEIRAS;17673,28;5420,85;-5830,98;18083,41;
903220;DESCONTOS OBTIDOS;3861,32;0;-1932,77;5794,09;
903223;FUNDO DE CAPITALIZACAO - CONTRIBUICAO AGCO;-9,72;0;0;-9,72;
903219;JUROS RECEBIDOS;10898,76;0;-1984,89;12883,65;
903221;RECEITAS DE APLICACOES FINANCEIRAS;2922,92;5420,85;-1913,32;-584,61;
3.06;DESPESAS FINANCEIRAS;-483660,98;115458,45;-2685,45;-596433,98;
3.06.01;DESPESAS FINANCEIRAS;-468677,41;112711,89;-27,10;-581362,20;
903231;DESCONTOS CONCEDIDOS;-6326,61;0;0;-6326,61;
903226;DESPESAS BANCARIAS;-10246,48;3958,42;0;-14204,90;
903225;ENCARGOS FINANCEIROS;-13666,41;2337,94;0;-16004,35;
905270;FUNDO CAPITALIZACAO;-1900,11;0;0;-1900,11;
903229;IOF/IOC - IMPOSTO S/ OPERACOES FINANCEIRAS/CREDITO;-24430,77;3113,12;0;-27543,89;
903232;JUROS DE MORA;-188021,11;60300,71;-27,10;-248294,72;
903227;JUROS S/ EMPRESTIMOS E FINANCIAMENTOS;-67639,00;16770,00;0;-84409,00;
903230;TAXA FLAT BANCARIAS;-156446,92;26231,70;0;-182678,62;
3.06.02;DESPESAS OPERACIONAIS;-14983,57;2746,56;-2658,35;-15071,78;
905245;AJUSTE DE ESTOQUE;-14983,57;2746,56;-2658,35;-15071,78;
3.07;OUTRAS RECEITAS;69442,69;213,00;-9982,67;79212,36;
3.07.01;RECEITAS NAO OPERACIONAIS;69442,69;213,00;-9982,67;79212,36;
903239;RECEITAS DE BONIFICACOES;36388,00;0;0;36388,00;
903238;RECUP. DE PERDAS RECEB. DE CREDITOS;0;0;-3813,86;3813,86;
903235;RECUPERACAO DE DESPESAS;6054,69;213,00;-6168,81;12010,50;
903236;VENDAS DE BENS DO ATIVO IMOBILIZADO;27000,00;0;0;27000,00;
3.08;DESPESAS NAO OPERACIONAIS;-2985,69;0;0;-2985,69;
3.08.01;DESPESAS NAO OPERACIONAIS;-2985,69;0;0;-2985,69;
905176;BAIXA POR PERDAS MERCADORIAS DETERIORADAS;-2930,36;0;0;-2930,36;
903249;MULTAS DIVERSAS;-55,33;0;0;-55,33;
3.09.01;RESULTADO ANTES DO IR E CSLL;77835,50;15392080,11;-16203702,98;889458,37;
3.99.99;RESULTADO LIQUIDO;77835,50;15392080,11;-16203702,98;889458,37;
